ref,title,author,lastRunTime,totalVotes,competition,domain,dataDependency,codeDependency,awareness,modularity,configurableOptions,scalability,readability,performance,duplicateCodeElimination
tahaakr/cleaning-texts-nlp,Cleaning Texts-NLP,Taha Çakır,2021-10-03 20:13:52.920000,25,nlp-getting-started,NLP,0,0,0,0,0,0,0,0,0
vesuvius13/disaster-tweets-texthero-spacy-and-xgboost,"Disaster Tweets - TextHero, SpaCy and XGBoost",Sagar Khanna,2021-07-12 10:39:05.123000,25,nlp-getting-started,NLP,0,0,0,0,0,0,0,0,0
manojgadde/beginner-bert-fine-tuning-disaster-tweets,Beginner: BERT | Fine Tuning | Disaster Tweets 🤗,Manoj Gadde,2021-07-02 12:22:46.253000,25,nlp-getting-started,NLP,0,0,0,0,0,0,0,0,0
basilb2s/disaster-tweet-classification-with-lstm,Disaster Tweet Classification with LSTM,Basil Saji,2021-05-04 15:53:34.103000,25,nlp-getting-started,NLP,0,0,0,0,0,0,0,0,0
hannaliavoshka/bert-with-disaster-tweets,BERT with disaster tweets,Hanna Liavoshka,2021-04-20 17:58:01.653000,25,nlp-getting-started,NLP,0,0,0,0,0,0,0,0,0
celniker/nlp-twitter-tuned-lgbm-model-tfidf-bert,#NLP-Twitter - tuned🔧 LGBM model (tfidf & BERT) ,Gershon Celniker,2021-04-14 17:55:27.927000,25,nlp-getting-started,NLP,0,0,0,0,0,0,0,0,0
thousandvoices/simple-lstm,Simple LSTM,thousandvoices,2019-06-22 13:27:43.317000,2144,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
yuval6967/toxic-bert-plain-vanila,Toxic  BERT plain vanila,yuval reina,2019-05-30 10:34:10.927000,1740,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
bminixhofer/simple-lstm-pytorch-version,Simple LSTM - PyTorch version,Benjamin Minixhofer,2019-04-20 15:00:50.233000,1248,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kunwar31/simple-lstm-with-identity-parameters-fastai,Simple LSTM with Identity Parameters - FastAI,Kunwar Raj Singh,2019-04-09 21:05:35.527000,946,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
abhishek/pytorch-bert-inference,Pytorch BERT Inference,Abhishek Thakur,2019-05-17 17:20:09.960000,798,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
chriscc/jigsaw-starter-blend,jigsaw-starter-blend,ChrisCC,2019-06-09 01:15:55.663000,696,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
dborkan/benchmark-kernel,Benchmark Kernel,Daniel Borkan,2019-03-28 23:15:26.793000,652,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/how-to-preprocessing-for-glove-part2-usage,How To: Preprocessing for GloVe Part2: Usage,Dieter,2019-05-14 07:11:58.410000,627,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/keras-baseline-lstm-attention-5-fold,keras baseline lstm + attention 5-fold,Dieter,2019-03-31 15:39:50.227000,624,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/bert-embeddings-lstm,BERT-Embeddings + LSTM,Dieter,2019-06-11 13:48:01.133000,545,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
timon88/bert-lstm-simple-blender-0-93844-lb,BERT + LSTM (simple blender) - 0.93844 LB,Lyalikov Artyom,2019-06-26 21:48:43.377000,526,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
cristinasierra/pretext-lstm-tuning-v3,PreText-LSTM-Tuning v3,Cristina Sierra,2019-05-20 19:23:48.113000,518,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
chechir/bert-lstm-rank-blender,BERT + LSTM (rank blender),Matias Thayer,2019-06-06 08:29:16.720000,512,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/how-to-preprocessing-for-glove-part1-eda,How To: Preprocessing for GloVe Part1: EDA,Dieter,2019-05-13 18:26:32.827000,418,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tanreinama/simple-lstm-using-identity-parameters-solution,Simple LSTM using Identity Parameters Solution,Tanrei(nama),2019-04-09 08:00:46.633000,406,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nz0722/simple-eda-text-preprocessing-jigsaw,Simple EDA Text Preprocessing - Jigsaw ,NZ,2019-05-10 11:47:09.143000,390,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gpreda/jigsaw-fast-compact-solution,Jigsaw Fast Compact Solution,Gabriel Preda,2019-05-05 09:43:16.697000,373,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
bminixhofer/speed-up-your-rnn-with-sequence-bucketing,Speed up your RNN with Sequence Bucketing,Benjamin Minixhofer,2019-04-24 15:18:12.933000,371,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tanreinama/pretext-lstm-tuning-v3-with-ensemble-tune,PreText-LSTM-Tuning v3 with ensemble tune,Tanrei(nama),2019-05-29 01:51:58.673000,323,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
taindow/bert-a-fine-tuning-example,BERT: a fine tuning example,Tom Aindow,2019-04-07 20:22:17.840000,306,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
artgor/cnn-in-keras-on-folds,CNN in keras on folds,Andrew Lukyanenko,2019-05-12 16:56:32.333000,283,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
taindow/simple-cudnngru-python-keras,Simple CuDNNGRU [Python + Keras],Tom Aindow,2019-03-30 22:14:20.803000,255,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
adityaecdrid/public-version-text-cleaning-vocab-65,[Public Version] Text Cleaning - Vocab ~65%+,Aditya Soni,2019-05-14 12:35:18.467000,239,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
iezepov/wombat-inference-kernel,Wombat Inference Kernel,Ilya Ezepov,2019-06-26 19:21:06.510000,230,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sakami/pytorch-base-model,PyTorch base model,sakami,2019-05-20 10:39:31.763000,208,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/loading-bert-using-pytorch-with-tokenizer-apex,Loading BERT using pytorch (with tokenizer & apex),Dieter,2019-05-13 18:05:34.230000,206,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ekhtiar/unintended-eda-with-tutorial-notes,Unintended EDA [with Tutorial Notes],Ekhtiar Syed,2019-06-17 20:51:11.430000,193,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gpreda/jigsaw-eda,Jigsaw EDA,Gabriel Preda,2019-07-02 11:29:17.880000,180,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gazu468/all-about-bert-you-need-to-know,All about Bert you need to know,Gaju Ahmed,2023-01-10 06:40:17.593000,173,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nholloway/the-effect-of-word-embeddings-on-bias,The Effect of Word Embeddings on Bias,Nohman,2019-05-29 18:26:13.713000,162,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
abhigupta4981/pytorch-train-with-callbacks,Pytorch train with Callbacks,Abhi Gupta,2019-04-09 06:43:25.750000,150,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fulrose/kakr-4th-seminar-feature-engineering,[KaKr 4th seminar] Feature Engineering ,TaeJin Kim,2020-11-07 08:11:59.170000,147,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
haqishen/jigsaw-predict,Jigsaw_predict,Qishen Ha,2019-06-26 06:28:27.160000,142,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
artgor/toxicity-eda-logreg-and-nn-interpretation,"Toxicity EDA, logreg and NN interpretation",Andrew Lukyanenko,2019-05-28 09:02:42.223000,142,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
httpwwwfszyc/bert-keras-with-warmup-and-excluding-wd-parameters,bert keras with warmup and excluding wd parameters,SchenbergZ,2019-05-21 09:25:17.900000,136,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/temporal-cnn,Temporal CNN,Dieter,2019-04-29 07:51:15.117000,132,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
coolcoder22/colab-to-fine-tune-bert,colab to fine tune BERT,Hitesh Gorana,2019-05-01 11:51:55.737000,123,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sakami/single-lstm-3rd-place,Single LSTM (3rd place),sakami,2019-07-18 19:41:51.610000,121,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
adityaecdrid/regex-primer-annoying-artgor-xd,Regex Primer + Annoying Artgor xD :),Aditya Soni,2019-06-27 03:08:03.380000,115,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tarunpaparaju/jigsaw-competition-eda-and-modeling,Jigsaw Competition : EDA and Modeling,Tarun Paparaju,2019-07-30 11:43:37.983000,114,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
abhishek/convert-lines-faster-for-bert,Convert lines faster for BERT,Abhishek Thakur,2019-05-14 09:59:39.747000,110,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kyakovlev/preprocessing-bert-public,Preprocessing BERT (public),Konstantin Yakovlev,2019-06-27 15:42:55.247000,108,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
julianoliveira/blend-the-blend,Blend the blend,Juliano Oliveira,2019-04-19 17:19:16.507000,103,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gauravs90/keras-bert-toxic-model-bert-fine-tuning-with-keras,Keras Bert toxic model-Bert Fine tuning with Keras,Gaurav,2019-06-23 12:12:42.313000,102,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
christofhenkel/ulmfit-fast-ai-starter,ULMFit (fast.ai) starter,Dieter,2019-04-02 19:53:07.540000,95,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
yuval6967/toxic-train-bert-base-pytorch,Toxic train BERT Base  pytorch,yuval reina,2019-06-27 08:20:04.640000,92,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kabure/simple-eda-hard-views-w-easy-code,Simple EDA - Hard views w/ Easy code,Leonardo Ferreira,2019-06-03 18:40:11.760000,86,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
yasufuminakama/jigsaw4-luke-base-starter-train,Jigsaw4 / Luke-base / starter [train],Y.Nakama,2021-11-16 19:32:17.343000,82,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
hiromoon166/load-bert-fine-tuning-model,Load BERT fine-tuning model,hiromu,2019-05-13 14:55:42.190000,80,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
hanyaopeng/single-bert-base-with-0-94376,single bert-base with 0.94376,emoji,2019-06-27 06:57:11.643000,79,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
leighplt/pytorch-torchtext-glove,"PyTorch, TorchText, Glove",Leigh,2019-06-12 07:53:24.717000,77,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kunwar31/simple-lstm-fastai,Simple LSTM - FastAI,Kunwar Raj Singh,2019-04-09 09:01:06.067000,73,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
beautifulsoup4/bilstm-0-6lrsched-identity-customloss,BiLSTM_0.6lrsched_identity_customloss,radsn23,2019-05-13 01:44:33.007000,72,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
abdalrahmanshahrour/toxic-text-classification,Toxic Text Classification,Abdalrahman Shahrour,2022-08-16 05:38:02.757000,69,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kenkrige/bert-inference-for-upload,BERT Inference for upload,Ken Krige,2019-06-17 05:49:10.617000,67,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
authman/simple-lstm-pytorch-with-batch-loading,Simple LSTM - PyTorch With Batch Loading,عثمان,2019-04-18 22:10:33.670000,63,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
arcisad/keras-bidirectional-lstm-self-attention,Keras Bidirectional LSTM + Self-Attention,Aras520,2019-05-19 04:25:59.460000,60,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
hiromoon166/save-bert-fine-tuning-model,Save BERT fine-tuning model,hiromu,2019-05-13 14:46:36.433000,60,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sergeykalutsky/pytorch-starter,PyTorch Starter,Sergey Kalutsky,2019-04-01 16:04:59.580000,60,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
artgor/comparing-architectures-and-embeddings,Comparing architectures and embeddings,Andrew Lukyanenko,2019-05-12 17:53:33.950000,60,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
elcaiseri/toxicity-bias-logistic-regression-tfidfvectorizer,"Toxicity Bias Logistic Regression, TfidfVectorizer",Kassem,2019-07-03 19:38:35.790000,59,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
matsuik/pytorch-pretrained-bert-from-source-in-dataset,pytorch-pretrained-BERT from source in dataset,Kazuhiro,2019-04-17 22:00:01.207000,58,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nz0722/reasoning-some-text-clean-not-work,Reasoning Some Text Clean Not Work,NZ,2019-05-17 20:49:04.643000,55,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
matsuik/fork-of-pred-lstm-gpt2-bu12c45-lu0c1-ftpe18-7c1c82,Fork of PRED lstm gpt2 bu12C45 Lu0C1 FTPe18 7c1c82,Kazuhiro,2019-06-26 13:30:23.980000,53,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
duykhanh99/bidirectional-lstm-attention,Bidirectional LSTM+ Attention,KhanhVD,2019-05-06 12:55:13.587000,53,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
annekel/fastpreprocess-14min-99-7-coverage-gl-ov,FastPreprocess_14min_99.7%coverage_gl_ov,Anneke Lohmann,2019-06-19 22:24:20.397000,52,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
uysimty/simple-toxicity-classification,Simple Toxicity Classification,Uysim,2019-06-03 23:49:37.703000,52,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
maxjeblick/text-augmentation,Text augmentation,Max Jeblick,2019-05-09 12:01:19.010000,51,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
hung96ad/gru-lstm,GRU+LSTM,Hung The Nguyen,2019-04-04 17:11:19.487000,51,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
duykhanh99/lstm-fast-ai-tuning,LSTM - fast AI tuning,KhanhVD,2019-05-15 15:42:34.887000,50,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
francoisdubois/build-your-word-embedding-from-scratch,Build your Word embedding from scratch,François,2019-04-16 20:24:45.993000,46,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
adldotori/all-in-one-dataset,All-in-One Dataset,adldotori,2021-12-02 04:04:02.737000,44,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
mashhoori/a-loss-function-for-the-jigsaw-competition,A Loss function for the Jigsaw competition,A.M.,2019-06-27 02:29:28.807000,43,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
coolcoder22/simple-logisticregression,Simple LogisticRegression,Hitesh Gorana,2019-04-24 03:18:02.327000,43,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tarunpaparaju/jigsaw-competition-more-text-cleaning,Jigsaw Competition : More Text Cleaning,Tarun Paparaju,2019-05-08 13:46:52.270000,42,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
athirakaladharan/toxic-comment-classification-logreg-distilbert,Toxic_Comment_Classification_LogReg_DistilBERT,Athira Kaladharan,2022-01-28 06:11:14.843000,41,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tarunpaparaju/jigsaw-competition-part-of-speech-tagging,Jigsaw Competition : Part of Speech Tagging,Tarun Paparaju,2019-04-24 14:00:27.133000,41,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nikhilsharma00/clean-data-keras-embbedings-cudnn-predict,Clean Data>Keras Embbedings>CuDNN>Predict,Nikhil sharma,2019-05-02 20:19:20.930000,40,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
matsuik/subgroup-negative-weighting,Subgroup negative weighting,Kazuhiro,2019-04-19 12:01:25.883000,39,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
dnik007/jigsaw-challenge-data-pre-processing-and-keras,Jigsaw Challenge: Data Pre processing and Keras,Dnik,2019-04-11 13:53:34.870000,39,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
chewzy/eda-toxicity-of-identities-updated-29-4,EDA - Toxicity of Identities (Updated 29/4),ChewZY,2019-04-29 04:48:09.777000,39,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
samarthsarin/ensemble-network-with-keras-and-embeddings,Ensemble Network with Keras and Embeddings,Samarth Sarin,2019-06-07 06:58:30.087000,38,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
neel783d/keras-lstm-model-without-pretrained-embedding,Keras LSTM Model without Pretrained Embedding,Neel,2019-04-30 10:18:43.997000,35,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kyakovlev/jigsaw-general-helper-public,Jigsaw general helper (public),Konstantin Yakovlev,2019-06-27 14:40:21.740000,34,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tenffe/xlnet,xlnet,zhangxin,2019-06-21 14:42:45.777000,34,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
s7anmerk/lean-import-to-save-ram-and-eda,Lean import to save RAM and EDA,Anxhela Merko,2019-06-09 12:39:11.827000,34,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ankitscience/elmo-with-attention-bilstm-including-id-parameter,Elmo with Attention& BiLSTM including ID Parameter,Ankit Malviya,2019-06-06 16:51:58.570000,34,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kunwar31/pytorch-pad-sequences-per-batch,PyTorch Pad Sequences per batch,Kunwar Raj Singh,2019-04-15 09:48:40.450000,34,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
masatomurakawamm/jigsaw-bert-tftransformers-baseline,Jigsaw_BERT(TFtransformers)_baseline,Masato Murakawa,2021-12-03 05:41:33.503000,33,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
francoisdubois/build-a-word-embedding-with-glove-matrix,Build a word embedding with GloVe matrix,François,2019-04-18 20:12:58.733000,32,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
duykhanh99/nlp-basic,NLP basic,KhanhVD,2019-05-05 11:31:38.930000,30,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
snakayama/fork-of-first-bert-model,Fork of FIRST BERT MODEL,makogarei,2019-06-27 12:20:50.710000,29,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
duykhanh99/introduction-to-nlp-hust,Introduction to NLP hust,KhanhVD,2019-05-15 11:18:48.957000,29,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
curiousprogrammer/xlnet-finetuning-tensorflow,XLNet FineTuning - TensorFlow,Dasaprakash K,2019-08-05 19:00:54.717000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jasonjensen/remove-identity-words-simple-lstm,Remove identity-words + simple LSTM,Jason O. Jensen,2019-06-17 22:16:58.537000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
chriscc/jigsaw-starter,jigsaw-starter,ChrisCC,2019-06-02 01:48:58.657000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
praritlamba/simple-lstm-v2-max-len-300,simple_lstm_v2_max_len_300,praritlamba,2019-05-24 06:08:37.810000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
rafay12/jigsaw-competition-12,jigsaw competition ---12,Rafay,2019-05-27 13:25:41.510000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jsylas/bidirectional-lstm-gru-r-0-91,Bidirectional LSTM & GRU R (0.91),Sylas,2019-05-14 19:31:07.660000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
takafumif/simple-lgbm,Simple LGBM,takafumiF,2019-04-14 02:52:49.457000,28,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
bkkaggle/jigsaw-preprocessing-gpt2-1,Jigsaw preprocessing gpt2 1,bilal2vec,2019-06-20 10:50:42.340000,27,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tarunpaparaju/jigsaw-competition-google-perspective-api,Jigsaw Competition : Google Perspective API,Tarun Paparaju,2019-04-27 05:56:55.293000,27,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
coolcoder22/lightgbm-fast-compact-solution,LightGBM Fast Compact Solution,Hitesh Gorana,2019-04-21 14:46:25.823000,27,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
rahulvks/lstm-attention-keras,LSTM  Attention Keras,RVK,2019-03-30 09:45:53.287000,27,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
felipemello/there-is-no-medal-without-eda-comment-s-toxicity,There is no mEDAl without EDA - Comment's toxicity,Felipe Mello,2019-03-31 01:50:39.423000,27,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ddw02141/simple-lstm-attention,Simple LSTM + Attention ,Sangwon Lee,2019-05-20 08:31:49.037000,26,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nholloway/insights-from-jigsaw-publications,Insights from Jigsaw Publications,Nohman,2019-06-04 03:51:23.837000,26,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tyagit3/logistic-regression-with-tfidf-word-level,Logistic regression with TfIdf word level,Sahil Tyagi,2019-04-13 12:06:08.370000,26,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
coreacasa/jigsaw4-luke-base-training-tito-cv-strategy,Jigsaw4-Luke-base-Training-Tito-CV-strategy,Manuel Campos,2022-02-05 12:07:17.770000,25,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sandeepkumar121995/keras-bi-gru-lstm-attention-fasttext,Keras Bi-GRU-LSTM-Attention-Fasttext,Sandeep Kumar,2019-04-02 08:29:44.513000,25,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
bkkaggle/allennlp-starter-kit,AllenNLP Starter Kit,bilal2vec,2019-04-06 20:41:59.563000,24,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gsreyan/simple-exploration-notebook,Simple Exploration Notebook,Sreyan Ghosh,2019-10-20 18:33:03.020000,24,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
vishweshsalodkar/jigsaw,JIGSAW,Vishwesh Salodkar,2021-10-10 20:10:12.550000,23,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
testaccount93/mypersonality,mypersonality,testaccount93,2019-10-01 08:53:59.970000,23,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
evilpsycho42/pytorch-batch-dynamic-padding-sort-pack,Pytorch batch dynamic padding & sort & pack,KKY,2019-04-16 11:21:09.227000,23,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
codeastar/load-keras-rnn-model,Load Keras RNN model,Raven Hon,2019-06-26 04:09:26.147000,22,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jt0321/fine-tuning-bert-with-mxnet-gluon,fine-tuning Bert with mxnet/gluon,JayTee,2019-06-19 19:51:28.273000,22,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
khyeh0719/kaggle-days-workshop-toxic-bert,Kaggle Days Workshop- Toxic BERT,khyeh,2019-10-16 16:22:58.350000,21,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
yaroshevskiy/bert-base-2-epochs,bert base 2 epochs,Oleg Yaroshevskiy,2019-06-28 10:23:20.280000,21,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
takumiito/bert-lstm-rank-blender-commented,BERT + LSTM (rank blender)_commented,Ito Takumi,2019-06-15 18:08:11.097000,21,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gauravbrills/jigsaw-luke-train-with-torch-xla,Jigsaw Luke [train] with torch_xla,Gaurav Rawat,2021-11-22 02:35:29.337000,20,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ahoo1260/ocr-post-correction-using-nlp-bert,OCR post correction using NLP BERT,parva,2020-03-21 13:59:41.263000,20,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
